File,Line,Error type,Message,Fixability
api-detail/graphql-content-delivery-api.md,2084,ALL CAPS word,"ALL CAPS word ""NIN"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,2089,ALL CAPS word,"ALL CAPS word ""NIN"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,2258,ALL CAPS word,"ALL CAPS word ""NIN"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,2263,ALL CAPS word,"ALL CAPS word ""NIN"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,2471,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,2500,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,2645,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,2673,ALL CAPS word,"ALL CAPS word ""NOT"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,2702,ALL CAPS word,"ALL CAPS word ""NOT"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3046,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3057,ALL CAPS word,"ALL CAPS word ""NOT"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3087,ALL CAPS word,"ALL CAPS word ""NOT"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3213,ALL CAPS word,"ALL CAPS word ""AND"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3215,ALL CAPS word,"ALL CAPS word ""AND"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3220,ALL CAPS word,"ALL CAPS word ""AND"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3246,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3248,ALL CAPS word,"ALL CAPS word ""AND"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3253,ALL CAPS word,"ALL CAPS word ""AND"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3255,ALL CAPS word,"ALL CAPS word ""AND"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3284,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3286,ALL CAPS word,"ALL CAPS word ""AND"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3291,ALL CAPS word,"ALL CAPS word ""AND"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3293,ALL CAPS word,"ALL CAPS word ""AND"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3352,ALL CAPS word,"ALL CAPS word ""AND"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3357,ALL CAPS word,"ALL CAPS word ""AND"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3478,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3517,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3687,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3703,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3876,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3892,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,4065,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,4082,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,4112,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,4256,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,4272,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,4301,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,4501,ALL CAPS word,"ALL CAPS word ""ASC"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,4522,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,4540,ALL CAPS word,"ALL CAPS word ""DESC"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,4560,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,4572,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,4760,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,4777,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,4777,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,4823,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,4844,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,4844,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,4952,ALL CAPS word,"ALL CAPS word ""UPSCALE"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,4963,ALL CAPS word,"ALL CAPS word ""LEFT"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,5740,ALL CAPS word,"ALL CAPS word ""THREE"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,5740,ALL CAPS word,"ALL CAPS word ""FOUR"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,5874,ALL CAPS word,"ALL CAPS word ""README"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,5910,ALL CAPS word,"ALL CAPS word ""VARIABLE"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,5910,ALL CAPS word,"ALL CAPS word ""INITIAL"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,5910,ALL CAPS word,"ALL CAPS word ""VALUE"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,5942,ALL CAPS word,"ALL CAPS word ""README"" — use bold or a known acronym",Allowlist / manual
api-detail/graphql-content-delivery-api.md,3978,Other,"Heading exceeds 60 characters (65): ""Try 'Less Than Or Equal To' Operator within Nested Modular B...""",Manual content edit
api-detail/graphql-content-delivery-api.md,4303,Other,"Heading exceeds 60 characters (61): ""Try 'Greater Than Or Equal To' Operator within Modular Block...""",Manual content edit
api-detail/graphql-content-delivery-api.md,4358,Other,"Heading exceeds 60 characters (68): ""Try 'Greater Than Or Equal To' Operator within Nested Modula...""",Manual content edit
api-detail/graphql-content-delivery-api.md,8,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
api-detail/graphql-content-delivery-api.md,9,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
api-detail/graphql-content-delivery-api.md,10,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
api-detail/graphql-content-delivery-api.md,11,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
api-detail/graphql-content-delivery-api.md,12,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
api-detail/graphql-content-delivery-api.md,13,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
api-detail/graphql-content-delivery-api.md,14,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
api-detail/graphql-content-delivery-api.md,20,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
api-detail/graphql-content-delivery-api.md,21,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
api-detail/graphql-content-delivery-api.md,22,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
api-detail/graphql-content-delivery-api.md,23,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
api-detail/graphql-content-delivery-api.md,24,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
api-detail/graphql-content-delivery-api.md,25,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
api-detail/graphql-content-delivery-api.md,26,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
api-detail/graphql-content-delivery-api.md,98,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
api-detail/graphql-content-delivery-api.md,109,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
api-detail/graphql-content-delivery-api.md,110,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
api-detail/graphql-content-delivery-api.md,111,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
